cpu_usage,memory_usage,bandwidth_usage,packet_loss,network_load,active_users,request_rate,instance_count,time_of_day,is_peak_hour,latency,jitter,throughput,qos_status
30.96,50.94,51.17,0.19,46.89,287,296.84,4,18,1,52.34,16.24,108.57,Good
71.97,82.52,63.56,0.63,45.77,441,988.0,5,8,1,89.74,17.83,96.56,Warning
24.95,31.75,11.87,0.64,33.89,25,491.02,6,1,0,29.68,12.6,119.26,Good
86.8,86.39,93.56,3.86,86.94,787,1994.07,2,2,0,159.99,39.71,44.92,Critical
81.78,99.79,90.82,4.96,98.78,969,1957.18,3,8,1,183.88,48.86,35.34,Critical
82.4,56.63,50.18,0.62,81.19,653,1278.48,3,18,1,97.72,20.92,102.89,Warning
81.54,81.34,81.82,1.13,72.64,378,996.05,3,2,0,101.9,19.27,85.04,Warning
32.18,32.0,36.82,0.43,16.58,89,636.57,6,14,0,34.72,8.46,126.99,Good
49.29,40.93,41.49,0.41,32.42,199,57.03,5,4,0,36.43,10.36,113.77,Good
95.67,92.49,92.34,4.66,84.46,689,1873.7,3,21,1,175.09,49.62,43.62,Critical
45.19,29.6,16.49,0.12,11.09,297,197.24,3,0,0,32.97,3.52,129.26,Good
50.31,51.76,17.12,0.05,32.29,160,105.05,3,15,0,43.1,9.45,122.4,Good
27.14,52.34,47.06,0.38,28.36,264,182.76,6,5,0,29.52,11.34,133.51,Good
86.24,81.24,93.08,4.05,86.64,848,1828.85,1,6,0,156.13,39.7,44.3,Critical
83.15,73.16,52.69,1.21,67.03,665,1446.16,5,7,0,92.15,17.58,106.88,Warning
71.13,59.73,57.59,1.08,67.25,457,1344.57,3,3,0,91.72,18.03,91.15,Warning
91.14,80.78,90.05,4.33,99.16,644,1901.9,3,23,0,149.98,42.35,42.61,Critical
24.17,21.72,45.14,0.4,27.76,192,477.74,4,13,0,29.22,11.02,117.01,Good
68.01,58.73,69.16,1.05,81.06,255,892.69,4,2,0,92.03,23.93,84.78,Warning
19.49,54.29,46.92,0.44,15.3,169,559.14,5,12,0,38.53,12.6,127.86,Good
58.61,82.85,56.34,1.75,53.91,296,1047.21,4,1,0,86.63,19.17,96.46,Warning
27.69,24.01,10.75,0.66,34.1,245,99.92,5,10,1,34.53,10.84,122.24,Good
22.5,21.44,51.71,0.21,26.8,262,305.38,7,15,0,19.88,10.13,120.17,Good
90.88,81.88,94.19,3.18,98.08,966,1707.91,3,7,0,159.74,38.73,50.24,Critical
19.98,32.7,21.67,0.09,13.6,137,269.35,6,4,0,1.0,4.46,134.43,Good
59.84,70.02,78.19,2.02,51.16,397,1260.51,4,3,0,87.94,22.71,86.31,Warning
47.23,43.39,25.19,0.8,19.86,240,274.13,6,19,1,38.4,12.4,129.03,Good
95.81,78.53,90.91,2.76,80.91,942,1842.77,1,21,1,156.04,35.23,60.49,Critical
54.67,26.25,54.48,0.98,41.75,182,425.57,7,18,1,45.1,14.67,124.48,Good
74.35,50.82,65.04,1.06,50.17,590,1301.57,3,14,0,95.92,17.38,90.41,Warning
85.06,96.64,82.06,2.81,99.58,770,1978.29,3,11,1,150.13,38.21,60.71,Critical
86.48,91.53,93.04,3.13,93.01,836,1763.6,2,10,1,159.62,41.49,46.92,Critical
58.79,50.97,71.8,2.11,78.68,288,1168.24,2,18,1,107.28,31.0,79.68,Warning
81.01,97.26,91.54,3.91,90.01,993,1728.02,1,17,0,158.27,42.18,44.12,Critical
83.01,96.29,99.83,4.32,95.7,955,1763.29,1,12,0,174.64,45.22,33.32,Critical
74.01,70.77,50.57,1.96,57.94,336,1100.92,4,13,0,90.26,21.27,94.67,Warning
76.87,77.29,54.14,0.5,73.49,522,1098.92,3,21,1,101.57,23.06,92.86,Warning
84.67,57.9,63.65,1.46,50.52,345,759.21,4,21,1,102.38,26.33,81.04,Warning
99.91,89.57,96.25,3.32,86.11,936,1693.42,2,7,0,154.9,37.63,48.32,Critical
75.8,74.52,76.37,2.25,65.0,351,683.25,4,12,0,105.09,29.44,85.23,Warning
32.14,51.86,20.46,0.23,32.04,259,233.47,5,12,0,26.8,8.56,134.58,Good
38.7,52.8,11.87,0.5,37.57,249,474.42,6,0,0,45.0,9.77,130.69,Good
50.21,22.99,50.85,1.0,38.02,159,283.1,7,4,0,34.98,17.55,114.69,Good
89.08,85.31,98.69,3.13,82.41,627,1747.84,1,21,1,169.3,37.69,49.32,Critical
12.75,39.97,14.79,0.11,47.64,192,124.85,3,18,1,34.45,16.48,115.99,Good
76.91,54.74,56.92,0.86,55.5,630,700.09,4,19,1,78.04,19.73,98.76,Good
56.14,71.7,74.44,0.93,46.68,427,1384.72,4,7,0,88.78,17.36,92.81,Warning
82.24,63.87,60.37,0.79,51.06,436,934.39,2,16,0,92.06,13.22,95.44,Warning
70.07,57.03,61.03,2.08,81.63,541,1305.12,2,6,0,106.52,30.07,84.76,Warning
89.39,85.57,99.91,2.53,97.9,828,1871.56,2,6,0,143.37,34.68,60.78,Warning
29.79,45.76,27.14,0.05,33.98,190,348.57,7,0,0,19.66,9.03,127.81,Good
32.66,22.72,19.82,0.94,28.64,204,59.47,5,15,0,28.05,11.09,125.01,Good
55.43,66.74,50.74,2.14,77.99,446,1287.32,5,9,1,90.1,30.94,93.09,Warning
36.91,35.4,48.47,0.95,45.34,27,595.45,6,14,0,41.1,13.71,115.26,Good
35.82,42.64,49.51,0.56,48.39,34,555.58,4,8,1,58.61,18.51,99.2,Good
68.63,65.8,82.79,2.47,76.86,617,1212.5,5,22,0,106.67,32.99,68.33,Warning
10.19,46.82,38.88,0.41,29.59,251,474.43,6,0,0,28.58,10.58,125.93,Good
12.29,44.7,19.35,0.59,14.49,194,649.58,7,17,0,10.34,10.74,144.26,Good
86.5,92.18,99.23,4.33,89.8,792,1645.8,3,21,1,171.3,45.65,51.5,Critical
72.35,79.14,78.15,2.23,47.38,659,1401.12,4,2,0,102.65,30.02,82.78,Warning
72.06,52.07,72.15,2.04,84.76,577,742.86,4,21,1,118.03,29.53,65.45,Warning
72.81,70.15,55.65,1.44,67.14,550,802.14,5,18,1,93.31,24.3,99.94,Warning
56.3,74.48,61.57,1.99,61.5,270,1261.52,5,12,0,83.57,23.99,90.7,Warning
70.41,60.09,50.23,1.49,56.43,287,682.18,4,13,0,73.56,18.77,99.45,Good
42.15,34.47,15.64,0.25,35.68,172,64.67,6,10,1,24.49,12.95,138.12,Good
63.87,58.95,61.46,0.83,52.25,609,822.17,3,12,0,84.57,15.05,106.55,Warning
57.45,53.07,56.01,1.54,53.56,693,613.15,2,8,1,88.04,27.63,87.9,Warning
21.97,33.31,35.08,0.71,36.5,98,480.97,4,12,0,41.9,11.22,114.37,Good
64.59,52.0,54.82,0.5,81.13,547,1373.2,5,12,0,74.86,20.79,106.53,Warning
28.48,28.39,53.95,0.65,47.38,225,293.07,7,22,0,38.33,14.56,118.06,Good
12.45,27.3,53.43,0.43,35.28,89,288.52,5,17,0,26.01,9.88,112.25,Good
33.55,56.86,46.54,0.83,41.8,54,599.98,3,18,1,73.21,16.78,106.73,Good
12.81,39.45,14.91,0.25,22.68,102,619.07,7,12,0,12.92,7.28,141.63,Good
48.4,33.13,12.42,0.67,19.25,134,248.93,6,2,0,25.27,6.39,132.78,Good
62.07,83.03,80.49,1.08,76.33,576,718.52,2,7,0,97.93,25.36,80.98,Warning
42.29,39.02,48.21,0.38,16.73,197,311.17,7,8,1,36.33,11.91,118.88,Good
99.62,98.31,98.68,3.51,89.38,967,1818.21,3,16,0,157.38,39.2,45.27,Critical
13.19,33.99,48.81,0.23,37.81,209,662.34,3,1,0,45.17,10.19,118.94,Good
10.48,41.77,53.91,0.37,24.29,117,158.85,7,22,0,35.13,15.04,124.96,Good
72.86,64.53,64.78,2.07,52.83,521,1367.92,5,16,0,94.77,23.59,88.96,Warning
51.89,46.43,43.59,0.31,43.83,88,648.45,5,8,1,52.69,19.86,120.31,Good
47.0,50.11,42.98,0.88,38.91,116,508.62,6,3,0,61.3,13.67,115.73,Good
76.33,58.21,76.23,2.34,49.32,539,648.45,3,23,0,101.61,25.4,78.67,Warning
75.27,67.81,80.15,2.23,45.4,499,1081.47,5,2,0,102.99,24.35,92.93,Warning
63.38,77.39,81.03,1.3,79.52,534,1235.73,3,8,1,117.3,27.01,84.69,Warning
23.85,29.65,20.51,0.07,17.48,204,239.38,5,21,1,22.8,9.22,141.62,Good
86.79,92.72,99.88,3.29,93.48,806,1869.9,2,2,0,153.36,39.7,53.35,Critical
57.34,83.44,58.64,2.22,51.75,310,1034.57,3,15,0,94.17,23.25,87.16,Warning
99.62,90.15,90.07,4.7,99.05,805,1726.73,3,18,1,173.28,50.22,49.28,Critical
67.34,73.22,54.14,1.3,76.73,639,972.16,4,22,0,92.96,22.7,94.91,Warning
18.06,35.69,52.65,0.14,40.54,116,380.29,7,2,0,18.52,12.11,132.43,Good
25.07,32.55,38.6,0.36,15.94,245,497.73,7,16,0,22.11,9.44,132.65,Good
71.93,82.65,70.53,1.55,75.37,533,783.68,3,17,0,93.58,24.01,71.3,Warning
28.56,22.89,35.91,0.85,39.01,195,206.52,3,12,0,45.96,10.55,111.84,Good
61.95,79.71,63.9,0.99,77.49,573,1433.45,2,17,0,105.55,25.39,85.62,Warning
60.86,55.82,82.08,1.16,59.88,682,703.42,5,17,0,87.93,27.93,94.19,Warning
56.64,60.99,67.47,0.93,79.91,595,1427.29,2,13,0,99.24,23.51,73.73,Warning
91.38,94.05,96.24,3.35,88.67,654,1899.76,1,21,1,167.93,43.86,51.13,Critical
96.9,84.88,81.03,3.5,93.48,799,1849.38,2,15,0,167.53,38.11,50.71,Critical
69.54,50.94,63.32,0.71,66.25,659,1461.42,3,11,1,98.4,24.45,92.83,Warning
76.22,58.83,65.64,0.75,53.24,673,635.34,2,22,0,93.87,16.02,93.36,Warning
42.77,44.01,42.91,0.77,49.02,291,251.12,6,13,0,51.89,14.34,111.99,Good
91.95,84.84,89.47,4.64,86.8,754,1910.84,1,15,0,177.62,41.82,43.44,Critical
78.67,54.17,54.92,1.07,65.72,577,889.86,4,5,0,84.72,21.2,101.85,Warning
83.59,75.17,82.56,1.56,55.36,418,1339.48,2,16,0,114.89,24.36,76.14,Warning
41.83,48.47,50.43,0.58,14.96,31,545.44,4,5,0,43.79,10.97,111.82,Good
73.07,67.14,68.5,1.17,65.77,259,1331.83,5,7,0,86.02,23.66,102.04,Warning
79.15,54.79,52.44,2.29,60.51,642,895.1,3,5,0,102.48,25.76,82.75,Warning
51.42,20.48,34.88,0.74,29.4,285,487.29,7,23,0,30.95,10.21,119.86,Good
95.0,86.42,96.91,2.79,85.11,779,1626.8,2,10,1,143.78,37.35,64.6,Warning
66.49,75.17,69.16,2.39,55.04,424,979.54,3,19,1,122.91,26.5,69.98,Warning
14.8,34.67,14.48,0.77,48.65,205,417.02,3,14,0,43.3,12.74,105.96,Good
93.7,82.25,84.03,3.16,83.4,739,1954.79,1,7,0,154.85,33.22,49.27,Critical
58.07,76.31,81.72,1.99,66.31,507,609.5,4,23,0,94.25,26.4,82.63,Warning
79.06,55.62,68.81,0.88,73.77,418,718.16,3,14,0,96.71,23.29,84.68,Warning
89.48,80.64,92.33,2.6,86.52,836,1488.78,3,6,0,135.89,33.5,62.57,Warning
44.61,37.02,35.44,0.02,11.38,109,580.83,3,8,1,49.54,8.79,127.47,Good
52.09,50.06,52.36,0.68,24.54,61,328.62,7,0,0,36.76,12.82,117.59,Good
99.95,75.81,84.71,3.28,87.98,781,1569.66,2,3,0,145.81,33.64,60.05,Critical
80.52,75.93,68.99,1.81,55.96,509,1040.3,4,12,0,94.29,22.18,84.61,Warning
84.61,82.23,87.39,4.16,82.36,850,1434.44,3,13,0,158.61,43.22,61.02,Critical
70.14,50.26,74.21,1.82,46.54,664,1275.3,5,18,1,94.78,28.95,93.24,Warning
65.79,68.77,75.11,1.39,82.56,663,1470.04,3,16,0,104.76,25.77,70.44,Warning
84.08,95.66,91.15,2.64,99.44,764,1641.02,1,17,0,158.91,36.58,57.78,Critical
60.27,67.96,75.04,2.45,53.06,498,749.57,5,1,0,82.9,26.09,88.2,Warning
25.83,48.22,33.47,0.12,48.46,97,169.8,7,16,0,21.95,10.21,123.9,Good
67.85,50.95,77.42,0.52,75.48,346,1111.59,4,16,0,89.98,19.94,92.77,Warning
81.14,98.27,81.01,3.87,97.81,604,1485.69,2,14,0,161.74,38.4,44.85,Critical
84.96,51.92,70.25,0.67,51.18,376,921.98,2,22,0,90.42,19.4,88.83,Warning
25.62,51.77,38.13,0.94,37.19,137,154.94,4,19,1,59.69,20.47,113.05,Warning
61.39,80.35,83.45,0.97,80.3,673,752.25,3,4,0,100.61,23.9,81.64,Warning
40.06,25.33,48.33,0.82,10.55,148,275.52,6,8,1,35.19,13.49,131.42,Good
91.53,83.55,96.2,3.1,84.49,728,1541.6,3,6,0,130.19,37.68,61.12,Warning
82.79,89.23,97.36,3.96,94.36,926,1633.26,2,8,1,171.73,44.92,47.21,Critical
99.16,81.19,86.96,4.74,99.33,803,1496.38,2,21,1,175.0,48.28,38.44,Critical
82.78,93.68,80.96,4.87,94.22,897,1585.68,3,17,0,161.36,46.08,54.04,Critical
78.59,64.18,50.09,2.2,60.24,368,606.99,3,5,0,105.5,22.54,84.71,Warning
52.2,47.09,15.36,0.07,29.34,164,453.15,4,3,0,44.62,7.1,124.02,Good
44.21,48.9,10.33,0.51,15.57,23,616.53,5,2,0,21.66,5.28,128.7,Good
29.45,23.66,43.6,0.01,35.78,251,201.06,3,8,1,51.72,11.36,112.04,Good
88.88,78.43,97.24,4.54,99.68,668,1815.75,3,12,0,167.02,43.14,46.7,Critical
43.83,42.73,22.36,0.47,23.35,30,519.44,7,23,0,26.68,11.6,136.15,Good
55.81,65.72,60.38,2.36,49.98,269,890.53,3,15,0,86.68,24.22,83.98,Warning
96.16,94.19,82.28,4.11,96.69,764,1858.87,1,21,1,179.27,43.8,46.59,Critical
81.71,96.65,89.98,3.24,85.3,722,1814.99,2,22,0,138.31,40.89,58.63,Critical
96.56,90.65,81.51,2.78,80.99,727,1666.9,3,20,1,145.13,35.72,60.62,Critical
99.39,86.35,90.14,3.93,98.65,781,1783.46,3,6,0,163.17,41.71,53.46,Critical
99.51,76.63,96.44,4.12,92.95,698,1723.51,3,0,0,162.63,42.29,52.21,Critical
26.3,53.06,41.57,0.46,12.2,277,351.35,7,9,1,28.57,8.86,130.52,Good
99.62,91.55,96.34,4.37,93.99,854,1560.89,1,14,0,176.9,43.77,38.82,Critical
81.09,81.18,65.72,1.42,48.08,687,1263.14,3,5,0,104.19,18.02,89.46,Warning
34.59,23.65,44.05,0.58,17.46,103,173.14,7,21,1,35.22,12.58,131.02,Good
33.65,24.38,19.13,1.0,31.65,268,437.63,7,18,1,38.63,14.12,133.17,Good
93.79,82.09,93.88,3.26,95.18,728,1446.45,2,19,1,166.42,38.85,44.76,Critical
64.67,77.19,52.48,1.82,77.37,399,1272.77,4,23,0,103.28,22.05,89.27,Warning
36.09,26.66,42.05,0.18,19.42,43,143.76,5,23,0,25.24,9.46,126.35,Good
39.07,29.32,17.05,0.68,33.75,237,251.15,5,4,0,34.28,10.45,119.94,Good
71.94,58.83,82.04,1.03,80.83,606,1452.57,3,8,1,108.48,24.59,84.81,Warning
75.52,56.66,68.23,1.44,47.84,535,683.72,2,22,0,93.48,19.17,86.0,Warning
38.95,27.89,14.39,0.17,46.95,200,157.21,3,17,0,39.54,13.17,122.18,Good
73.86,59.31,51.37,1.41,80.64,408,726.53,4,13,0,85.49,22.01,92.82,Warning
61.79,54.61,81.05,1.05,53.94,372,1419.18,5,3,0,81.5,18.24,106.55,Warning
64.31,76.67,82.77,2.38,51.99,550,815.4,2,0,0,115.28,27.27,72.17,Warning
45.61,47.22,23.48,0.46,13.82,250,202.77,5,18,1,35.1,10.24,129.9,Good
36.08,56.5,17.98,0.01,42.22,215,318.91,3,19,1,49.89,12.9,118.05,Good
99.29,79.09,85.99,2.75,85.43,730,1522.25,1,8,1,158.28,34.72,65.27,Critical
54.38,52.83,22.67,0.07,12.27,83,522.86,4,17,0,35.82,1.02,129.89,Good
87.22,93.82,90.0,2.82,91.64,922,1997.73,2,23,0,149.56,38.81,55.91,Critical
81.6,64.38,71.15,1.76,61.7,334,1164.09,5,13,0,89.29,25.62,81.76,Warning
37.99,55.28,53.16,0.19,38.69,294,314.4,5,22,0,41.35,12.05,120.26,Good
70.75,56.99,76.27,1.99,50.82,478,1259.0,4,15,0,99.04,27.12,83.6,Warning
79.9,64.55,59.04,2.23,71.77,528,647.62,3,17,0,102.3,27.23,91.48,Warning
58.92,60.18,80.41,2.31,45.03,395,1127.61,5,9,1,101.78,27.53,82.14,Warning
92.74,97.47,89.13,2.87,98.6,812,1668.12,1,22,0,142.98,35.64,51.37,Warning
82.8,74.86,64.66,1.53,48.37,369,1369.65,4,15,0,103.69,22.48,84.12,Warning
99.29,82.24,89.59,4.93,80.1,628,1935.48,1,8,1,177.5,44.98,34.81,Critical
87.79,93.32,93.69,3.03,84.78,742,1646.68,2,8,1,156.73,39.53,60.36,Critical
17.18,51.6,37.73,0.04,34.9,106,137.12,3,20,1,45.48,11.59,117.18,Good
56.11,52.82,73.53,1.88,58.66,636,1342.98,5,1,0,92.9,24.11,88.27,Warning
81.0,78.75,90.75,3.94,92.9,764,1989.72,3,10,1,165.46,45.84,50.86,Critical
79.68,50.46,68.97,1.42,64.96,287,1200.6,2,1,0,97.76,23.59,89.01,Warning
80.8,57.46,71.27,0.67,70.72,343,665.61,3,6,0,87.52,21.09,88.74,Warning
99.58,87.55,89.1,4.38,82.65,811,1727.75,2,19,1,178.72,44.88,43.88,Critical
82.58,93.0,82.02,4.06,87.12,614,1540.21,3,4,0,147.15,41.71,50.18,Critical
82.54,96.66,91.87,2.82,88.55,628,1855.32,2,14,0,153.86,35.0,57.25,Critical
90.71,84.85,96.96,3.73,89.44,750,1603.17,1,6,0,165.13,44.68,51.52,Critical
94.52,97.94,98.17,4.01,90.56,795,1987.0,1,10,1,175.92,44.12,31.7,Critical
24.54,41.76,34.83,0.36,27.89,197,263.69,3,8,1,43.73,8.92,116.87,Good
57.3,73.24,58.31,1.48,56.44,304,1107.36,3,12,0,87.12,21.57,90.62,Warning
64.58,81.71,54.43,0.86,64.72,505,711.21,5,12,0,83.61,22.07,105.21,Warning
11.56,25.09,51.16,0.49,28.14,201,486.84,5,20,1,35.84,12.8,119.39,Good
76.83,54.03,70.58,1.83,53.03,278,1085.7,3,11,1,105.57,27.39,84.53,Warning
79.05,66.32,62.66,0.72,80.04,478,1280.89,3,17,0,98.42,19.89,85.64,Warning
70.16,73.8,57.1,1.99,84.82,297,1352.47,5,19,1,111.31,27.5,82.32,Warning
62.64,67.11,64.26,2.47,47.24,691,872.36,5,18,1,96.04,26.43,81.43,Warning
70.23,67.47,53.85,1.28,54.64,665,1309.23,4,23,0,93.77,22.24,104.27,Warning
98.75,92.3,83.12,3.11,96.84,912,1973.04,3,22,0,155.11,39.49,62.81,Critical
89.67,82.89,95.78,4.2,97.78,908,1640.58,3,3,0,157.64,45.48,50.17,Critical
26.49,34.93,16.81,0.8,38.29,111,576.09,6,13,0,28.65,10.08,108.57,Good
32.55,35.35,53.74,0.16,24.17,282,482.79,4,9,1,56.2,12.85,124.7,Good
60.08,56.56,50.37,0.68,67.27,288,756.58,5,7,0,67.56,15.57,105.7,Good
60.72,66.17,81.61,0.6,79.54,500,872.76,2,1,0,101.88,25.99,89.25,Warning
62.67,62.76,79.53,0.89,78.07,652,1058.0,2,10,1,104.64,21.93,77.45,Warning
43.51,58.58,42.3,0.99,37.93,271,486.83,4,13,0,57.79,14.81,109.09,Good
35.45,40.16,10.61,0.36,34.04,292,627.62,6,21,1,32.24,9.7,132.85,Good
74.43,51.03,71.63,1.52,66.83,562,983.67,5,9,1,100.3,24.57,96.67,Warning
81.14,58.31,84.26,1.27,55.69,302,818.81,4,23,0,90.01,20.79,81.11,Warning
39.04,46.04,47.1,0.42,12.92,41,319.19,3,6,0,40.01,7.42,117.02,Good
82.62,83.89,68.92,1.42,82.8,688,788.15,2,23,0,115.58,27.39,71.61,Warning
92.64,87.59,81.2,4.79,92.31,622,1961.31,2,12,0,171.37,45.61,51.33,Critical
81.07,77.66,83.47,4.23,92.91,646,1675.77,2,2,0,153.44,44.31,55.09,Critical
59.22,65.5,69.65,2.2,62.75,611,996.34,5,17,0,98.4,26.27,91.55,Warning
33.04,57.63,12.15,0.35,44.26,98,179.45,4,15,0,41.06,8.93,122.87,Good
89.31,76.46,85.25,3.59,83.14,809,1632.35,1,19,1,169.89,41.58,50.05,Critical
90.3,94.37,91.24,3.88,82.29,786,1924.5,2,13,0,155.12,41.64,45.44,Critical
54.98,44.9,29.39,0.29,34.16,261,697.95,3,21,1,63.75,13.93,113.77,Good
37.69,36.23,11.85,0.35,20.61,177,666.71,4,2,0,28.33,6.82,134.23,Good
84.07,74.99,82.36,1.53,49.68,687,1274.65,5,18,1,110.84,23.41,97.1,Warning
84.11,53.93,59.4,1.48,78.47,426,849.26,2,9,1,107.51,28.45,76.84,Warning
88.23,78.63,90.49,4.91,92.15,977,1904.66,1,11,1,172.44,47.21,41.65,Critical
63.38,62.21,82.31,0.91,79.96,539,1319.17,4,12,0,92.31,24.71,96.42,Warning
69.15,83.59,73.67,2.32,74.19,373,1351.72,3,7,0,116.62,28.88,81.54,Warning
98.52,75.23,81.51,3.13,93.39,756,1436.81,2,18,1,157.84,39.79,46.46,Critical
84.38,74.37,73.52,0.98,74.74,388,900.69,2,4,0,109.59,21.74,82.73,Warning
94.26,84.16,81.06,4.39,99.1,908,1756.19,1,1,0,165.08,44.55,49.24,Critical
66.59,64.71,69.67,0.51,48.14,477,1173.14,3,15,0,78.39,17.67,98.0,Good
74.86,81.94,80.58,1.5,62.51,362,1023.63,2,4,0,111.11,22.37,70.26,Warning
80.63,76.21,59.53,0.74,55.08,676,1123.43,2,20,1,103.83,17.66,98.65,Warning
90.47,77.92,82.58,3.84,98.73,642,1517.22,3,12,0,151.31,39.75,63.89,Critical
67.68,57.03,60.7,1.55,71.07,476,1086.74,5,13,0,90.47,24.45,91.54,Warning
71.68,74.48,64.42,0.78,71.63,395,1453.08,5,23,0,100.09,18.04,94.25,Warning
61.8,71.07,74.41,0.68,64.9,358,1408.74,3,5,0,84.05,20.86,94.68,Warning
48.92,32.82,18.02,0.24,26.72,173,147.36,4,4,0,36.57,3.91,116.21,Good
81.81,76.49,61.62,1.99,51.08,535,851.23,5,13,0,90.96,24.14,100.65,Warning
70.69,80.61,51.52,1.02,80.03,324,1377.96,4,4,0,82.21,22.24,101.3,Warning
45.95,52.12,28.69,0.28,21.36,45,480.21,7,9,1,29.41,11.61,125.42,Good
66.37,60.6,66.08,2.14,82.2,302,820.09,5,7,0,95.35,23.47,78.4,Warning
10.57,26.16,41.74,0.24,28.74,291,551.97,7,6,0,16.17,9.33,137.34,Good
57.69,61.81,53.14,2.42,77.29,269,603.7,4,9,1,95.85,29.55,88.07,Warning
20.72,57.54,17.7,0.11,32.81,144,529.29,4,20,1,40.3,13.51,123.28,Good
94.5,77.85,90.37,3.97,83.48,835,1669.75,1,5,0,156.65,38.64,45.65,Critical
45.68,56.23,53.88,0.23,45.25,173,236.71,7,3,0,38.72,10.31,124.35,Good
63.62,75.79,65.87,2.48,47.19,506,1033.71,2,14,0,111.85,24.02,81.36,Warning
79.78,60.62,63.95,1.13,63.7,490,829.2,4,15,0,91.79,20.16,92.68,Warning
36.09,45.11,26.44,0.54,41.54,100,530.66,4,7,0,37.11,8.83,113.4,Good
51.96,54.38,41.94,0.48,30.81,62,550.65,4,1,0,50.3,10.71,112.38,Good
53.3,31.6,48.38,0.39,22.93,65,286.16,5,14,0,40.32,8.32,124.1,Good
76.58,76.08,68.01,1.16,78.5,496,1003.97,2,5,0,98.97,25.34,75.91,Warning
50.93,45.36,13.24,0.91,48.31,45,202.05,6,22,0,34.95,14.82,120.3,Good
29.24,49.31,25.13,0.33,21.4,131,175.35,4,4,0,28.47,6.2,128.94,Good
30.95,57.73,51.93,0.21,24.33,182,381.49,7,8,1,36.74,7.84,120.01,Good
11.7,45.73,21.81,0.05,19.24,161,603.47,7,11,1,17.32,7.4,134.48,Good
27.07,56.43,37.69,0.41,47.38,259,161.91,6,19,1,45.08,17.6,114.98,Good
42.49,54.48,39.43,0.51,16.36,107,665.96,7,12,0,39.78,11.18,125.77,Good
64.3,78.42,80.35,1.85,46.88,601,861.33,5,12,0,88.36,25.6,97.01,Warning
67.41,60.25,63.13,1.52,57.76,535,1458.33,4,17,0,92.54,20.75,91.01,Warning
87.24,91.51,89.42,3.0,92.03,829,1785.58,1,21,1,159.16,38.63,44.57,Critical
40.25,40.35,42.45,0.35,23.03,152,329.14,3,7,0,37.09,8.92,116.15,Good
91.59,91.68,98.23,3.36,92.43,818,1796.81,3,16,0,162.11,37.23,45.04,Critical
82.03,91.9,84.97,2.54,83.34,729,1825.48,3,20,1,138.81,37.18,62.41,Warning
48.64,48.02,28.08,0.08,39.31,215,299.26,6,18,1,36.59,13.89,136.64,Good
80.08,59.27,65.7,1.58,71.54,517,1131.73,4,8,1,116.1,30.17,82.61,Warning
19.23,39.48,49.52,0.53,47.19,298,227.32,4,15,0,40.12,15.65,111.83,Good
78.36,54.59,71.03,0.57,64.9,532,1432.04,4,16,0,93.48,18.56,96.19,Warning
28.31,38.4,23.4,0.03,33.61,30,452.08,4,8,1,37.73,10.56,123.19,Good
23.93,32.8,47.73,0.65,21.02,89,55.96,7,13,0,28.99,11.11,129.1,Good
13.01,21.13,21.01,0.88,26.64,177,187.83,5,17,0,17.75,11.78,122.76,Good
10.49,48.04,15.1,0.77,29.67,237,363.3,3,17,0,40.07,10.17,119.94,Good
75.14,55.68,67.03,1.98,79.67,514,1485.71,2,12,0,118.25,29.71,88.0,Warning
38.08,45.04,50.1,0.51,13.09,102,117.57,7,21,1,28.77,13.07,135.07,Good
64.55,75.58,60.07,1.97,47.8,459,1166.3,4,18,1,99.85,25.96,90.97,Warning
20.88,39.32,49.91,0.38,39.99,230,115.62,7,13,0,32.3,10.96,127.3,Good
62.01,64.33,77.3,2.04,54.12,572,1133.31,2,16,0,107.01,25.21,80.21,Warning
96.2,97.17,85.26,3.06,89.31,637,1968.38,3,6,0,147.69,33.74,60.91,Critical
83.67,81.32,88.13,3.46,95.89,622,1560.33,2,5,0,148.27,39.1,52.92,Critical
88.77,88.52,99.36,3.14,97.17,833,1466.01,2,23,0,152.87,38.47,51.29,Critical
56.38,69.04,61.85,1.45,69.53,688,748.12,2,14,0,97.52,22.98,89.3,Warning
31.6,41.41,17.61,0.32,27.61,254,222.44,5,9,1,38.28,8.19,125.12,Good
99.66,98.12,95.71,3.31,96.34,797,1400.24,3,21,1,153.71,38.37,50.11,Critical
99.85,91.48,81.01,2.76,97.62,956,1524.69,2,16,0,161.6,31.92,60.9,Critical
90.95,76.61,92.86,3.97,97.92,746,1692.48,1,17,0,159.92,42.94,34.95,Critical
80.81,97.84,96.66,3.24,95.79,777,1490.87,2,14,0,150.33,37.27,56.27,Critical
40.08,58.91,37.31,0.12,22.83,220,209.9,3,14,0,46.55,6.31,120.22,Good
48.77,57.69,33.33,0.35,19.36,154,649.29,6,22,0,30.49,10.79,129.85,Good
29.12,25.13,15.53,0.62,37.02,134,411.84,3,2,0,52.53,9.67,119.62,Good
98.92,79.93,97.51,4.26,89.08,955,1634.05,2,16,0,163.69,42.24,46.72,Critical
90.29,77.64,93.88,3.8,85.96,725,1762.5,1,16,0,159.99,38.35,54.34,Critical
29.39,26.99,54.42,0.56,37.5,222,233.88,5,0,0,29.71,15.93,111.96,Good
18.24,43.57,35.2,0.74,42.5,142,61.95,5,16,0,38.61,10.1,117.37,Good
